batter,delta_obs,delta_pred,denom_L,denom_R,prior_pa,stand,weight,stratum,delta_route_a,s2_L,s2_R,sampling_var,sampling_var_league,fell_back_L,fell_back_R
678877,0.0998888888888888,0.0166028515669633,63.0,135.0,0.0,R,85.9090909090909,low,0.0149401447610766,0.4782438064516129,0.2926790099502487,0.009759164197276122,0.006127518781279911,False,False
678882,-0.0337456459330143,0.0090598502944966,150.0,418.0,27.0,R,220.7746478873239,low,0.0149401447610766,0.2384397809395973,0.2656461820476633,0.0022251157215295242,0.0023891197128248936,False,False
679032,-0.0470303205424564,0.0147466225906908,103.0,252.0,62.0,R,146.23098591549297,low,0.0149401447610766,0.1813366725680562,0.21279575923290966,0.0026049778351109514,0.0036035627251380952,False,False
679529,0.0544807521525927,0.0165990292508632,89.0,291.0,267.0,R,136.31052631578947,medium,0.0149401447610766,0.3390782586823289,0.22666828441758508,0.004588796887513911,0.003873769198484798,False,False
679822,0.0125470085470085,0.0166028515669633,18.0,26.0,0.0,R,21.272727272727273,low,0.0149401447610766,0.26628528803612195,0.25660370396681237,0.02466300034261067,0.02466300034261067,True,True
679845,0.0432747718383311,0.0180575320606354,52.0,118.0,24.0,R,72.18823529411765,low,0.0149401447610766,0.20085794984917044,0.15080812632188906,0.005140687850544385,0.007295478584507274,False,False
680118,0.1540422903302446,0.0083011241765135,69.0,61.0,45.0,R,64.75384615384615,low,0.0149401447610766,0.31660242114236997,0.18111170327868845,0.007557485202165377,0.008065825170803871,False,False
680474,-0.0453775620280474,0.0166028515669633,103.0,351.0,0.0,R,159.26431718061676,low,0.0149401447610766,0.2075269952408148,0.20444262476190475,0.0025972828169170525,0.0033163587422692575,False,False
680700,0.0038293296728437,-0.0256570817230181,31.0,282.0,25.0,L,55.8594249201278,low,-0.0264673923516238,0.24080449889830827,0.21313898957623476,0.008523699081009632,0.008723321340005152,True,False
680716,-0.0763749999999999,0.0126053732865515,15.0,24.0,3.0,R,18.46153846153846,low,0.0149401447610766,0.26628528803612195,0.25660370396681237,0.028444173534358644,0.028444173534358644,True,True
680718,-0.0898991183697065,-0.036612190679615,37.0,187.0,0.0,L,61.77678571428571,low,-0.0264673923516238,0.24080449889830827,0.26947695399919497,0.007949282929896497,0.007949045029435407,True,False
680728,0.0622463768115942,-0.036612190679615,18.0,69.0,0.0,L,28.55172413793104,low,-0.0264673923516238,0.24080449889830827,0.3401199040920716,0.018307301688921546,0.017282846073282412,True,False
680757,0.0284122251832112,-0.02370592960268,158.0,380.0,362.0,L,223.19702602230484,medium,-0.0264673923516238,0.2614569489639603,0.2525545304471601,0.0023194080016148604,0.002233111913827558,False,False
680776,-0.0880693144797948,-0.0370224287028985,229.0,504.0,119.0,L,314.91405184174624,medium,-0.0264673923516238,0.22003675630123337,0.3313413531509356,0.0016182825175658998,0.001586136257530306,False,False
680777,0.0449651098961421,0.0141340189077726,141.0,323.0,284.0,R,196.3060344827586,medium,0.0149401447610766,0.35439481833839914,0.2729588305866969,0.003358512206838091,0.002682986854071711,False,False
680779,0.1685308829101933,0.0171287664182664,29.0,91.0,83.0,R,43.983333333333334,low,0.0149401447610766,0.26628528803612195,0.14212814432234427,0.010744099051396394,0.012002072234302635,True,False
680869,-0.0702463389021479,0.0098499296919242,125.0,419.0,79.0,R,192.5551470588235,low,0.0149401447610766,0.18932503135483877,0.2724432581562389,0.0021648228240039582,0.002742701645498552,False,False
680977,-0.0538046414261919,-0.0349059894310073,194.0,458.0,139.0,L,272.55214723926383,medium,-0.0264673923516238,0.20530747278457348,0.2714797767335862,0.001651036546410327,0.0018295407983876743,False,False
681082,-0.0279319727891156,-0.0328583817151001,129.0,441.0,277.0,L,199.61052631578949,medium,-0.0264673923516238,0.1811506614583333,0.2404178953617811,0.0019494339890803979,0.0024776595160264244,False,False
681146,-0.0852111228564717,0.0152387902326487,99.0,172.0,105.0,R,125.6678966789668,low,0.0149401447610766,0.19405857905586477,0.3382384750101999,0.003926690428918166,0.0041816323840103,False,False
681297,-0.0580223722179839,-0.0366639595470557,146.0,413.0,9.0,L,215.73524150268335,low,-0.0264673923516238,0.2657744189418989,0.30990848557794015,0.002570756474798227,0.0023017247366495593,False,False
681351,-0.0530968798066359,0.0164918810131587,111.0,410.0,51.0,R,174.7024952015355,low,0.0149401447610766,0.24407139967239974,0.28621454606118424,0.002896925697175903,0.003024829251485963,False,False
681393,-0.0391359505634314,0.0166028515669633,63.0,131.0,0.0,R,85.08247422680414,low,0.0149401447610766,0.3201687004608296,0.2963039436288902,0.007343905029563645,0.006185557504257986,False,False
681460,0.0031333333333333,-0.0043143376287443,30.0,90.0,0.0,L,45.0,low,-0.0264673923516238,0.24080449889830827,0.2360763640449438,0.010649887341554094,0.011020510703421069,True,False
681481,-0.2245968359906068,-0.034061434085704,31.0,261.0,102.0,L,55.417808219178085,low,-0.0264673923516238,0.24080449889830827,0.3904254979958738,0.009263770195319558,0.008800195362434874,True,False
681546,-0.0638239526026237,-0.0347107943067053,17.0,139.0,156.0,L,30.294871794871796,medium,-0.0264673923516238,0.24080449889830827,0.22467567917839643,0.01578134231608023,0.016103333592587966,True,False
681584,0.0126323529411764,0.0165491807665206,20.0,17.0,135.0,R,18.37837837837838,medium,0.0149401447610766,0.26628528803612195,0.25660370396681237,0.02840859992926565,0.02840859992926565,True,True
681624,0.1111704851752022,0.0166028515669633,106.0,336.0,0.0,R,161.15837104072398,low,0.0149401447610766,0.2847816579514825,0.2563727023454157,0.0034496334097122694,0.0032758268587325667,False,False
681807,0.1212889993098689,0.0112968615167783,161.0,225.0,51.0,R,187.69430051813472,low,0.0149401447610766,0.33156150861801237,0.24190639849206347,0.003134527801139407,0.0027944067949422836,False,False
682073,-0.0744964131994261,0.0138953718617788,41.0,17.0,50.0,R,24.034482758620687,low,0.0149401447610766,0.26628528803612195,0.25660370396681237,0.021589098650291794,0.021589098650291794,True,True
682177,0.1581794294294294,-0.036612190679615,36.0,185.0,0.0,L,60.27149321266968,low,-0.0264673923516238,0.24080449889830827,0.23248542361927144,0.007945691823795916,0.008145405569707808,True,False
682617,0.1022671428571428,0.0195639998810528,25.0,56.0,16.0,R,34.5679012345679,low,0.0149401447610766,0.26628528803612195,0.17463962467532468,0.013769976247789962,0.015233620520852243,True,False
682622,0.0272587704455725,0.0201789476056094,45.0,197.0,35.0,R,73.26446280991736,low,0.0149401447610766,0.26628528803612195,0.20132890029006525,0.006939424958394694,0.007220007718175136,True,False
682626,0.0541788930581613,0.016129808722948,82.0,260.0,152.0,R,124.6783625730994,medium,0.0149401447610766,0.32419164062029504,0.2512949024502524,0.004920075448508321,0.004234318884365399,False,False
682641,0.0142771428571427,0.0139539840984472,50.0,105.0,98.0,R,67.74193548387096,low,0.0149401447610766,0.2883089506122449,0.23174728516483517,0.007973296013814756,0.007769550560406366,False,False
682657,0.0555021994134897,-0.0043143376287443,44.0,124.0,0.0,L,64.95238095238095,low,-0.0264673923516238,0.24080449889830827,0.23536624409913454,0.007370944392183311,0.007645671993101349,True,False
682668,0.2107708333333334,0.0166028515669633,16.0,24.0,0.0,R,19.200000000000003,low,0.0149401447610766,0.26628528803612195,0.25660370396681237,0.0273346515008748,0.0273346515008748,True,True
682729,-0.0620733082706767,-0.0043143376287443,28.0,38.0,0.0,L,32.24242424242424,low,-0.0264673923516238,0.24080449889830827,0.2694324666129713,0.015690488743701984,0.015690488743701984,True,True
682829,-0.0772843547364828,-0.0278630110179399,215.0,477.0,121.0,L,296.4017341040462,medium,-0.0264673923516238,0.24249375318409036,0.3239567954477388,0.0018070326292240744,0.001684868863500384,False,False
682868,-0.0564711751662971,0.0166028515669633,41.0,66.0,0.0,R,50.57943925233645,low,0.0149401447610766,0.26628528803612195,0.25554550139860144,0.010366664659174688,0.010382698031420308,True,False
682928,0.0400400363258952,-0.0368977736729347,188.0,410.0,259.0,L,257.7926421404683,medium,-0.0264673923516238,0.2852760751792013,0.28288501100840835,0.002207389373288185,0.0019380273517325508,False,False
682985,-0.076236913197178,-0.0509523645186822,151.0,429.0,212.0,L,223.37586206896552,medium,-0.0264673923516238,0.30550534596026496,0.30419628793325054,0.002732296467912047,0.0022227794885060423,False,False
682988,-0.0385,0.0166028515669633,17.0,32.0,0.0,R,22.20408163265306,low,0.0149401447610766,0.26628528803612195,0.25660370396681237,0.02368270622167594,0.02368270622167594,True,True
682998,-0.0256990700051098,-0.0395635002608913,206.0,475.0,198.0,L,287.3715124816447,medium,-0.0264673923516238,0.2854411586076249,0.2794811982855874,0.0019740181623449445,0.0017361801236481197,False,False
683002,-0.0336666666666666,-0.0407248105479206,217.0,501.0,193.0,L,302.83286908078,medium,-0.0264673923516238,0.294248537037037,0.34648739466666667,0.0020475756477664232,0.001647487506122016,False,False
683011,0.0029905380611025,0.0135153146347027,189.0,496.0,133.0,R,273.7051094890511,medium,0.0149401447610766,0.2276244620623663,0.2374722879398827,0.0016831370072065573,0.0019262630452684334,False,False
683021,0.0550957997698504,0.0110242385072376,44.0,79.0,52.0,R,56.520325203252035,low,0.0149401447610766,0.26628528803612195,0.14739462414800383,0.007917693100508,0.009300086515935954,True,False
683083,0.0567775193798449,-0.0043143376287443,30.0,43.0,0.0,L,35.342465753424655,low,-0.0264673923516238,0.24080449889830827,0.2694324666129713,0.014292687946524336,0.014292687946524336,True,True
683146,-0.0566762740183792,-0.0445984169306512,36.0,133.0,104.0,L,56.66272189349112,low,-0.0264673923516238,0.24080449889830827,0.22622348393711547,0.008389942308941344,0.008714821877932741,True,False
683734,0.0415200891620978,0.0188198707852481,156.0,463.0,406.0,R,233.36995153473345,medium,0.0149401447610766,0.28148786447477253,0.2592168889418717,0.0023642730786779596,0.0022611766375858003,False,False
683737,-0.0279520171673819,-0.0374835814764186,100.0,466.0,15.0,L,164.6643109540636,low,-0.0264673923516238,0.23074148323232324,0.29649222557570726,0.0029436642434299003,0.0029862262478092014,False,False
686217,-0.0038084461867426,-0.0249218445655738,92.0,427.0,43.0,L,151.38342967244702,low,-0.0264673923516238,0.2188023376731964,0.1958102750711922,0.0028368583518227405,0.0032484295885849453,False,False
686452,-0.1305320261437908,-0.0102676268740166,17.0,45.0,10.0,L,24.677419354838708,low,-0.0264673923516238,0.24080449889830827,0.2694324666129713,0.020152358670384816,0.020152358670384816,True,True
686469,-0.0509506290507052,-0.036451350542804,122.0,430.0,137.0,L,190.0724637681159,medium,-0.0264673923516238,0.27340249593551,0.28585791055456167,0.0029057899035441447,0.002600394499676993,False,False
686527,-0.2495589700996677,-0.0406137342522354,14.0,172.0,27.0,L,25.89247311827957,low,-0.0264673923516238,0.24080449889830827,0.2947216383448932,0.01891381924723319,0.018766789179024343,True,False
686611,0.0916619047619047,0.0166028515669633,42.0,90.0,0.0,R,57.27272727272727,low,0.0149401447610766,0.26628528803612195,0.20590698988764045,0.008627981348817957,0.009191278171919866,True,False
686668,-0.0187015286051477,0.009444971635073,164.0,434.0,131.0,R,238.0468227424749,medium,0.0149401447610766,0.2727512539278767,0.2970004213077766,0.002347450169989517,0.00221494355482514,False,False
686676,-0.0094470822281167,0.0110655674620711,104.0,290.0,34.0,R,153.0964467005076,low,0.0149401447610766,0.23066711986557126,0.2549251114306168,0.0030970051840119297,0.0034452758203920375,False,False
686681,-0.0039625324394463,-0.0348087948596731,64.0,289.0,127.0,L,104.79320113314446,medium,-0.0264673923516238,0.3005465414186508,0.29771887355824683,0.005726208822324712,0.004694862567303269,False,False
686765,-0.0140761979575805,-0.0043143376287443,19.0,67.0,0.0,L,29.6046511627907,low,-0.0264673923516238,0.24080449889830827,0.18597963319764813,0.015449736415508224,0.016695301093348866,True,False
686780,-0.0150145438121047,0.0166028515669633,82.0,135.0,0.0,R,102.02764976958524,low,0.0149401447610766,0.22763712691960258,0.27763373278054176,0.004832608692154541,0.0051481497389480645,False,False
686797,0.0103485026423958,-0.0043143376287443,52.0,131.0,0.0,L,74.44808743169399,low,-0.0264673923516238,0.21564415233785816,0.21522535220199648,0.005789944549436764,0.00668759213440295,False,False
686823,-0.1618548824593128,-0.0349745080528399,35.0,316.0,92.0,L,63.01994301994302,low,-0.0264673923516238,0.24080449889830827,0.25396402791842476,0.007683812172604908,0.007732762927967397,True,False
686894,0.1653777777777777,0.0178978510895563,18.0,10.0,121.0,R,12.857142857142858,medium,0.0149401447610766,0.26628528803612195,0.25660370396681237,0.040453997509799125,0.040453997509799125,True,True
687093,0.0914861111111111,0.0176708657828973,24.0,90.0,82.0,R,37.89473684210526,low,0.0149401447610766,0.26628528803612195,0.1381119875156055,0.012629797973900698,0.01394637260113633,True,False
687231,0.0909553421368547,0.0166028515669633,49.0,85.0,0.0,R,62.164179104477626,low,0.0149401447610766,0.26628528803612195,0.15799747675070025,0.0072931874775161295,0.008453260738882154,True,False
687263,0.1295506945697276,0.0172904792218726,115.0,482.0,67.0,R,185.69514237855947,low,0.0149401447610766,0.330493072463768,0.27993588960153887,0.0034546326579778667,0.002847897073599029,False,False
687363,0.0120385587863463,-0.036612190679615,42.0,113.0,0.0,L,61.23870967741936,low,-0.0264673923516238,0.24080449889830827,0.1976236475979773,0.007482322287109962,0.008117798561578935,True,False
687401,0.0264316232998225,0.0175793599260885,152.0,356.0,13.0,R,213.03937007874015,low,0.0149401447610766,0.29348170856570227,0.23498253631112517,0.002590864018492775,0.0024726738162295773,False,False
687462,-0.1333671803794846,-0.0307511939888127,81.0,298.0,6.0,L,127.37730870712404,low,-0.0264673923516238,0.16592981327160494,0.29361528828553995,0.00303380241553016,0.003877030842130522,False,False
687529,-0.0647692307692307,-0.036612190679615,26.0,104.0,0.0,L,41.599999999999994,low,-0.0264673923516238,0.24080449889830827,0.28853373263629567,0.012036074309899315,0.011852408290444275,True,False
687597,-0.028614346590909,0.0166028515669633,55.0,128.0,0.0,R,76.93989071038251,low,0.0149401447610766,0.20949193602693597,0.19348440889517718,0.005320541235892408,0.006846267128806574,False,False
687952,-0.0547547987616098,0.0064235549229164,38.0,85.0,60.0,R,52.520325203252035,low,0.0149401447610766,0.26628528803612195,0.2361649711484594,0.009785919005173938,0.010026374685389857,True,False
689172,0.1063316732267652,-0.0349901249243113,59.0,211.0,24.0,L,92.21481481481482,low,-0.0264673923516238,0.31690666452367033,0.1939694690137667,0.00629058598170991,0.005358363306105579,False,False
690291,0.0313211382113821,-0.036612190679615,12.0,82.0,0.0,L,20.93617021276596,low,-0.0264673923516238,0.24080449889830827,0.18533823441734415,0.022327263945802242,0.023352803362822087,True,False
690993,0.0219465470152165,-0.036612190679615,88.0,466.0,0.0,L,148.043321299639,low,-0.0264673923516238,0.21080344200626958,0.2502199664959158,0.002932446376964549,0.003314596019034167,False,False
691011,-0.0174936507936508,-0.0043143376287443,18.0,35.0,0.0,L,23.77358490566038,low,-0.0264673923516238,0.24080449889830827,0.2694324666129713,0.021076098191229006,0.021076098191229006,True,True
691016,0.0165947368421052,-0.0389163391194979,22.0,190.0,20.0,L,39.43396226415094,low,-0.0264673923516238,0.24080449889830827,0.3008422105541632,0.012529039096380422,0.012363724654584674,True,False
691023,0.0548173302107728,0.0190260824635036,56.0,122.0,119.0,R,76.76404494382022,medium,0.0149401447610766,0.2788753038961039,0.2482341208508332,0.007014622049615242,0.006858403478124761,False,False
691026,0.0468250827795129,0.0135926645008001,194.0,439.0,37.0,R,269.086887835703,low,0.0149401447610766,0.33059553861973184,0.22848117542983742,0.0022245589729170175,0.001957123265357292,False,False
691176,-0.0893853754940711,-0.0102349252638958,23.0,44.0,7.0,L,30.208955223880594,low,-0.0264673923516238,0.24080449889830827,0.2694324666129713,0.01659322597196038,0.01659322597196038,True,True
691406,0.0445335335335335,0.0191017772887245,27.0,148.0,12.0,R,45.66857142857143,low,0.0149401447610766,0.26628528803612195,0.29607453576025006,0.011862921695413614,0.011596226885998494,True,False
691594,-0.05615,0.0166028515669633,20.0,16.0,0.0,R,17.77777777777778,low,0.0149401447610766,0.26628528803612195,0.25660370396681237,0.02935199589973187,0.02935199589973187,True,True
691718,-0.0413877093780006,-0.0355727305740612,91.0,309.0,4.0,L,140.595,low,-0.0264673923516238,0.209302874969475,0.27008882946664986,0.0031741054748402474,0.00351815301473586,False,False
691723,0.1188316430020284,0.0166028515669633,17.0,29.0,0.0,R,21.434782608695652,low,0.0149401447610766,0.26628528803612195,0.25660370396681237,0.02451224405777555,0.02451224405777555,True,True
693304,0.0596866050973654,0.012969546147433,97.0,288.0,43.0,R,145.12207792207792,low,0.0149401447610766,0.30018016731099656,0.2266706262945219,0.0038816916858582344,0.003636194238229665,False,False
693307,-0.0950406451612903,0.0166028515669633,25.0,62.0,0.0,R,35.632183908045974,low,0.0149401447610766,0.26628528803612195,0.24001269830777366,0.014522584074796067,0.014790180940264432,True,False
694175,0.0769181818181818,0.0166028515669633,10.0,11.0,0.0,R,10.476190476190476,low,0.0149401447610766,0.26628528803612195,0.25660370396681237,0.04995613825514059,0.04995613825514059,True,True
694192,-0.0521345284261359,0.0166028515669633,173.0,395.0,0.0,R,240.6161971830986,low,0.0149401447610766,0.22773908065600212,0.3256803960932982,0.0021409182027257103,0.0021888509484236,False,False
694359,0.1693437499999999,-0.036612190679615,10.0,96.0,0.0,L,18.11320754716981,low,-0.0264673923516238,0.24080449889830827,0.23440544901315788,0.02652217331705122,0.026887038083715946,True,False
694362,0.062560606060606,0.0166028515669633,18.0,11.0,0.0,R,13.655172413793103,low,0.0149401447610766,0.26628528803612195,0.25660370396681237,0.038121236564646284,0.038121236564646284,True,True
694376,-0.1585401785714286,0.0166028515669633,14.0,32.0,0.0,R,19.47826086956522,low,0.0149401447610766,0.26628528803612195,0.25660370396681237,0.02703924346582874,0.02703924346582874,True,True
694384,-0.0076658087323245,-0.0251575704726053,139.0,464.0,29.0,L,213.9170812603648,low,-0.0264673923516238,0.22696395245542691,0.22968678168987855,0.0021278488060377573,0.0023130798863188113,False,False
694388,-0.0340615165876777,-0.036612190679615,50.0,211.0,0.0,L,80.84291187739463,low,-0.0264673923516238,0.20237655877551022,0.2426972954186414,0.005197755324413718,0.006093021099354655,False,False
694497,-0.1686085040186673,-0.0427196307095062,29.0,133.0,11.0,L,47.617283950617285,low,-0.0264673923516238,0.24080449889830827,0.2922180962633858,0.01050073195362022,0.010329411429932893,True,False
694671,0.0676703700711053,0.0166028515669633,112.0,442.0,0.0,R,178.71480144404333,low,0.0149401447610766,0.3584582656853281,0.24310573514020994,0.003750533204763626,0.0029580985810489834,False,False
695238,-0.1300553977272727,-0.036612190679615,22.0,64.0,0.0,L,32.74418604651163,low,-0.0264673923516238,0.24080449889830827,0.2692213191964286,0.015152242153276391,0.015155541331659871,True,False
695257,0.2790564102564101,0.0166028515669633,10.0,39.0,0.0,R,15.918367346938776,low,0.0149401447610766,0.26628528803612195,0.25660370396681237,0.03320811095660738,0.03320811095660738,True,True
695336,0.11,0.0166028515669633,15.0,37.0,0.0,R,21.346153846153847,low,0.0149401447610766,0.26628528803612195,0.25660370396681237,0.024687587778087744,0.024687587778087744,True,True
695391,-0.0268248512888301,0.0166028515669633,34.0,89.0,0.0,R,49.203252032520325,low,0.0149401447610766,0.26628528803612195,0.2279971384065373,0.01039368583642998,0.010715107921376891,True,False
695578,-0.0767685714285714,-0.036612190679615,125.0,210.0,0.0,L,156.71641791044777,low,-0.0264673923516238,0.20709813548387096,0.2993387250170882,0.00308220758395234,0.0032094477369625203,False,False
696100,0.0426021080368906,0.0173548041385403,92.0,132.0,13.0,R,108.42857142857144,low,0.0149401447610766,0.35441839894887717,0.2970535417534119,0.00610277952096226,0.004838372759034489,False,False
696285,0.0270381456340085,0.0152082479265353,159.0,353.0,28.0,R,219.24609375,low,0.0149401447610766,0.20327732513334928,0.19818293452227656,0.0018398984866662082,0.0024016729133478397,False,False
700242,0.0765869731800766,-0.036612190679615,29.0,90.0,0.0,L,43.865546218487395,low,-0.0264673923516238,0.24080449889830827,0.2581775875156055,0.011172243271570997,0.01129729748376395,True,False
700250,-0.0503629072681704,-0.036612190679615,45.0,133.0,0.0,L,67.24719101123596,low,-0.0264673923516238,0.24080449889830827,0.2863806609706083,0.007504449139039662,0.007377019106275473,True,False
700932,-0.0626264705882352,-0.036612190679615,20.0,136.0,0.0,L,34.87179487179487,low,-0.0264673923516238,0.24080449889830827,0.29330359825708063,0.014196869049746888,0.014021346022951967,True,False
701305,-0.198223044397463,0.0166028515669633,22.0,43.0,0.0,R,29.107692307692307,low,0.0149401447610766,0.26628528803612195,0.25660370396681237,0.01807140472814283,0.01807140472814283,True,True
701538,-0.0971178774928774,-0.036612190679615,156.0,432.0,0.0,L,229.22448979591837,low,-0.0264673923516238,0.2521235498759305,0.3348731935851164,0.002391346031363962,0.0021673048479892675,False,False
702358,-0.1437341293532338,0.0166028515669633,75.0,134.0,0.0,R,96.17224880382776,low,0.0149401447610766,0.10566752900900903,0.1807778006957693,0.0027579884516805877,0.005465423521825997,False,False
702616,-0.0640840042941492,-0.036612190679615,46.0,162.0,0.0,L,71.65384615384616,low,-0.0264673923516238,0.24080449889830827,0.2377679155356184,0.006702583593151421,0.006898043784986933,True,False
805779,0.0805886363636363,0.0166028515669633,22.0,80.0,0.0,R,34.509803921568626,low,0.0149401447610766,0.26628528803612195,0.1594654424050633,0.014097194758977926,0.01531142302849979,True,False
807799,-0.1077673352266003,-0.0394304605251499,108.0,313.0,144.0,L,160.58907363420428,medium,-0.0264673923516238,0.20527433116995497,0.26570260012697633,0.0027495783478259776,0.0030904778886927994,False,False
808982,-0.0739002329192546,-0.036612190679615,46.0,112.0,0.0,L,65.21518987341773,low,-0.0264673923516238,0.24080449889830827,0.20439514406370657,0.00705983705425874,0.00764052743416289,True,False
